Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
45-54,Other,9/6/2010,lyrica,93965,5,5,"I feel compelled to write in for a 3rd time. I have taken lyrica for almost 2 yrs. I have trygeminal neuralgia. Unimaginal face, teeth and jaw pain. When I first saw my Dr (a saint) I could not speak because of the pain.  Within 3 days of taking lyrica I had relief. I have always had break thru pain and I am up to 2000 mg of lyrica today, but I tolerate it well and manage the side effects.  The pain from my condition is referred to as the suicide disease, lyrica is a miracle drug for me! Thank God for my Dr who knows what he is doing. I know 2000 mg is alot, but, the alternative is pain.  I have to take naps, a twitch a little and forget where I park my car once in awhile. I hope it works for you. Please don't take it off the market. It it doesn't work for you...don't take it. It saddens me the VA won't give it to the patients without a runaround, but, that's not surprising. ",5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
75 or over,Diabetic Complication causing Injury to some Body Nerves,9/5/2010,lyrica,93965,5,4, ,4,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
55-64,Neuropathic Pain,9/4/2010,lyrica,93965,2,1,This rx caused swelling/andS.O.B. and turned my hands legs & feet black!,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",7
35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",9/3/2010,lyrica,93965,5,3,"I have been prescribed Lyrica for fibromyalgia, 75 miligrams twice a day, the first pill has no affect but once i take the second pill i am out for the night but feel disoriented for that day",4,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",9/3/2010,lyrica,93965,3,4, ,3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
55-64,Other,9/2/2010,lyrica,93965,3,1,can't sleep after taken at night,1,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",8/31/2010,lyrica,93965,2,2,"Gained 5 lbs in a week so I stopped taking it. I had already gained a total of about 50-60 lbs from various other meds. So perhaps I wasn't on it long enough to feel results. Adding more fatigue to a fibromyalgia patient, though, is debilitating.",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
45-54,Neuropathic Pain,8/30/2010,lyrica,93965,5,3,"I take 75 mg twice daily for tingling pain in foot caused by bulging disc irritating the nerve. It does help numb the tingling sensation some, but not completely. It makes me a little dizzy and it makes it a little hard to concentrate.  I also have a problem with bladder control, basically I just can't delay the urinating process without leaking.   ",3,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",11
55-64,Neuropathic Pain,8/29/2010,lyrica,93965,5,4,"I was prescribed Lyrica for Neuroapthy and as soon as I started taking it, found that I couldn't drive after a $4,000 + car accident and the feeling I was loosing my mind. I stopped taking it cold turkey and my legs and feet swelled up overnight, I found sores on the roof of my mouth like blisters and was always exausted. Doctor changed my 7.5mg - 3x's a day Rx to one 150mg at night. The swelling has gone down and the blisters are going away but I really want off of this drug. I had no idea it was addictive when I started it and the addiction came on strong and fast. I hate it and wish I never took my first dose of the stuff!",1,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",20
75 or over,Neuropathic Pain,8/29/2010,lyrica,93965,5,5,Since I have been taking Lyrica the pain in my lower legs and feet have stopped. No more burning in my feet and I am able to sleep at nights. I have had no side effects while taking Lyrcia. I just wish my doctor had given Lyrcia to me years ago. I was really sufering all those years.,5,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",17
45-54,Nerve Pain after Herpes,8/28/2010,lyrica,93965,5,3,"While I have had some benefit from this drug, I eventually had to see a pain specialist.  He continued the Lyrica and changed the Oxycodone my previous doctor had prescribed to Opana and Opana ER.  I've been taking the two Opanas for two months now and have not experienced any significant relief.",3,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
25-34,Neuropathic Pain,8/27/2010,lyrica,93965,1,1,"when i take lyrica i begin to feel weird, like being mentally challenged or as i refer to as acting stupid or crazy! i can not function normally or comprehend anything. i can not even help my children do their homework or fill out information correctly if they need something filled out for school. my head seems to tilt over to one side and twitch as if having a seizer. i have four children, a husband, and a sick mother to take care of. i can not take this medicine if it will not soon return me to normal!!! ",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",20
45-54,Other,8/27/2010,lyrica,93965,3,1,"This medication made me feel like I was not myslef Also my husband and co-wokers could see a great HUGE mood change in me my husband daid "" GET OFF IT NOW"" so I did the side affects are just WRONG you realy need to READ them before you even start using them BAD BAD BAD IT YOU HAVE HEART TROUBLE BEWARE!!!!!!!!!!!!!!",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
65-74,Neuropathic Pain,8/26/2010,lyrica,93965,5,5,I have occasional dizziness from this drug. It is nothing that I cannot handle.  It has been very effective.  I could not walk from the sciatic pain before taking.  I feel better all over.,5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",13
45-54,Neuropathic Pain,8/26/2010,lyrica,93965,3,2,Lyrica was prescribed to decrease neurogenic pain from a spinal cord injury. In my case it was ineffective.,2,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",3
75 or over,Nerve Pain after Herpes,8/26/2010,lyrica,93965,1,2,I used Lyrica & an Opiate for six months after a bout with Shingles. Lyrica did nothing but put me into a stupor for a few months. The Opiate was only thing that helped the pain. I still have the pain since Feb. 2008. I have known of others on Lyrica and they are always in a stupor.  This drug should be taken off the market.,1,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",3
65-74,Neuropathic Pain,8/26/2010,lyrica,93965,5,4,I take Lyrica for peripheral neuropathy and have have been on it for about 4 years. I have not had the side effects mentioned by many of the other reviewers.  For me it has been terrific.  I tried other medications and did not receive the reduction in pain I have from Lyrica.  I am not 100% apin free but I can walk and do what I have to without the awful pain I had before.  I many have some of the side effects mentioned but not to the degree where they leave me unable to function.,5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",11
75 or over,Other,8/25/2010,lyrica,93965,5,4,"Pain similar to sciatica with left lower extremity radiculopathy----
Lyrica was ordered to help with extreme pain and worked like a charm for one week.
After a week I had double vision, gait problems, memory problems and trouble sleeping.
Could not walk alone if I could not hold on to something.
Decided the side effects were too much for me even though it did help the pain.",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
55-64,Nerve Pain after Herpes,8/25/2010,lyrica,93965,5,4,"tremendous weight gain, swelling of feet to the point of splitting open and bruising to mid calf.  Hallucinations, extreme drowsiness, spasms, huge apetite that can't be satisfied.  It did work on the pain though, but I couldn't continue due to the side effects.",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",4
45-54,Neuropathic Pain,8/24/2010,lyrica,93965,4,4,"I have had problems with edema really bad, almost debilatating pain. It does help, but I am scared of the side effects. ",3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",8
25-34,"Disorder characterized by Stiff, Tender & Painful Muscles",8/23/2010,lyrica,93965,3,3,i am on 150 mg twice a day mixed with tramadol and cymbalta and right now after 7 months of using lyrica it just doesnt seem to work anymore in the begining it was almost a miricle drug but after about 6 months it just didnt eqase the pain anymore and i had alot of trouble sleeping using lyrica at bedtime ,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",4
25-34,"Disorder characterized by Stiff, Tender & Painful Muscles",8/23/2010,lyrica,93965,1,1, ,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
35-44,Other,8/21/2010,lyrica,93965,5,5,"I have anxiety real bad, tremors in my hands and severe back pain due to arthritis. Well at first I didn't want to take it, because I read about some bad side effects that some people were having. You know what? I starting taking it in May and it really works. My anxiety my tremors and my back pain are gone. I feel a LOT better. Things that caused me to worry before NO longer bother me. I have gained eight pounds since taking it though and it makes me very hungry. It made me really sleepy when he increased the dose from 50mg twice a day to 75mg twice a day, but now that my body adjusted, it doesn't make me feel sleepy anymore. It made me feel euphoric too. Lyrica really works for me. ",5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",5
55-64,Other,8/19/2010,lyrica,93965,5,5, ,5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
25-34,Additional Medication to Treat Partial Seizures,8/19/2010,lyrica,93965,5,5,This med has worked miracles for me!,5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
55-64,Other,8/19/2010,lyrica,93965,1,1,I AM HAVING DOUBLE AND BLURRED VISION UNABLE TO DRIVE A CAR OR WALK WITHOUT BEIHNG UNSTEADY LOSING BALANCE AND SLURRING,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",3
55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",8/18/2010,lyrica,93965,4,4,"I experienced nerve damage following a car
accident. Lyrica is the only medication that has given me any real relief. My pain level had decreased dramactically since I began taking it. It does make me drowsey so I am mindful when taking it during or immediately before work hours. ",4,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
45-54,Neuropathic Pain,8/17/2010,lyrica,93965,5,5,"Had Spinal Lumbar surgery (plates and screws in my back) in 2008. Pain worse, start on Lyrica after a year and yah I gained weight, but as some, Fat and pain free is better than the opposite. The only thing is I still can't do everything I used to so I'm still limited and on LTD forever I guess. Still have incognitive (sp) side effects. And I sleep in til 10 am where I used to work at 6 am. 
SM",5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",14
45-54,Neuropathic Pain,8/16/2010,lyrica,93965,5,1,Seemed to exasperate the pain.,2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",3
55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",8/16/2010,lyrica,93965,4,1,"Weight gain of 20 pounds.  Adds to depression.  Not that much relief from Fibro systems for the toll on weight.  When want to come off of it, you suffer neropathy so bacd with pins and needles coming out the end of your fingers for several days.  Tried Zonegram which is suppose to cause weight loss and alleviate FM.  Didn't do that either. Just gve up on these two meds. Trying other things, like pool time to do stretchs. Increases energy a ton.  If you quit going to the pool, you revert back to where you were when you started.  Fatigue is the thing that was increased tons.  ",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",5
45-54,Neuropathic Pain,8/15/2010,lyrica,93965,2,2,"recently my doctor prescribed this medication for Fibermyalgia (wide spread pain thru out my body). I have begun taking it one pill twice daily. I get very dizzy and light headed. Will this decrease as the medication gets into my system? Is this effect normal, so early on taking it? It does make it difficult to take it during the day and get thru my busy schedule, not as much pain but how do I manage both?",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",6
45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",8/15/2010,lyrica,93965,1,1,"one 75 mg dose knocked me out for 3 hours. when i woke up i could barely walk splashed water on my face could not feel the water on my face,could not focus my eyes at all and the dizziness was severe a lot of anxiety,that was the first dose .",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
45-54,Nerve Pain after Herpes,8/15/2010,lyrica,93965,3,2,"My 80 year old mother was given lyrica for lingering shingles pain.  Within a week of starting the meds, the doctor indicated she was developing Alzheimers.  After a couple of weeks it occured to me that it shouldn't have come on out of the blue like that.  I took her off Lyrica and she was back to her normal self within 3 DAYS!  This drug is NOT FOR THE ELDERLY.  I shudder to think how many ""Alzheimer"" patients have been misdiagnosed!",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",4
55-64,Neuropathic Pain,8/12/2010,lyrica,93965,3,3,Have read the reviews and decided that the side effects were not worth taking the medication. The burning sensation in the soles of my feet are not bad enough yet.,1,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",8
55-64,Nerve Pain after Herpes,8/12/2010,lyrica,93965,3,4,"I have PHN, nerve damage from shingles. I am now 58, had it when I was 56. Docs first put me on gabapentin (neurontin) which only reduced my pain for about an hour a day.  I finally went back and they said oh, let's try you on Lyrica (insurances require you trying neurontin first).  Bingo! Pain Relief!!   It gives about 75% of pain relief - slightly more on a good day; less on a bad day.   Of course since the affected nerve trunk for me was the main torso, right along the bra line, if I wear a bra forget it, nothing helps - YEOWW,  OUCH.   

The main problem with Lyrica is that it turned my brain to mush.  No short-term memory, transposing letters and numbers (and I was an editor, never transposed a thing in my life), forgetfulness.  I can no longer have meaningful employment as I can't remember directions or instructions from one minute to the next. You should see me make coffee in the morning! Who knew there were so many steps to forget? (filter, coffee, water, oh and don't forget to put the pot in the coffeemaker! I have forgotten all steps at some point).  

I often forget to take my med unless reminded by my spouse and if I forget, the pain comes back with a vengance and that sure reminds me!  I would rather not be on Lyrica, and periodically get tired of being such an airhead and try to reduce it, but the PAIN is unliveable and reminds me of my choices.

I wish I'd never had shingles and had my nerve trunk damaged.  Everybody out there, GET THE VACCINE!!  But since I did and I can't change that, I am so so so grateful for Lyrica.  ANd I can't wait for the 7 years to be up so I can get the generic.  With insurance it's $50/month, without is about $250 I think.

good luck to you all!",4,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",6
45-54,Neuropathic Pain,8/12/2010,lyrica,93965,4,2, ,3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
55-64,Neuropathic Pain,8/10/2010,lyrica,93965,5,2, ,2,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
45-54,Neuropathic Pain,8/10/2010,lyrica,93965,1,5,"It helped with my consistent pain, but the neurological and psychological effects of this drug on me just made it hard on me and my family. The constant flipping out and yelling and screaming at my family made me realize that I'd rather have the pain than take this medicine any more. ",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",13
25-34,Other,8/8/2010,lyrica,93965,4,3,"I have Fibromyalgia. Seems to help with pain. I have decreased my Narcotic pain med use of Hydrocodone 5/500 to only one instead of three daily.  I excersize daily and I consume less than 2000 caloraies daily and have still gained 5-7 lbs almost overnight and I cannot get it off. I am very hungry, if I wasn't careful I would eat alot more.  Also legs and feet seem to be swelling some, and blood sugar raising a little. I am starting to get very concerned.  Decide...pain or unhealthy weight gain? Which is more uncomfortable?",2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
35-44,Neuropathic Pain,8/6/2010,lyrica,93965,5,5,"Lots of weight gain, otherwise, great",4,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",3
35-44,Other,8/4/2010,lyrica,93965,4,4,The only problem I have had is dizziness.,3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
45-54,Other,8/4/2010,lyrica,93965,3,1,I am now going off the Lyrica after almost 2 years.  I have been taking 300mg per day and I have been having breakthru pain for about 6 months now.  I can't take this and even think about working full time.  I am exhausted more now than ever so my doc and I have decided to stop the Lyrica.  I am weening off as we speak and have a couple more days to go. ,2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
55-64,Neuropathic Pain,8/3/2010,lyrica,93965,5,1, ,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
45-54,Other,8/3/2010,lyrica,93965,5,3,I have been diagnosed with fibrolmyalgia and tried this drug to ease pain.  I found that it helped with the headaches but found no relief from the pain in my joint.  It caused my ankles to swell so I discontinued it.,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
45-54,Neuropathic Pain,8/2/2010,lyrica,93965,4,4,"I was taking this for my right(dominant) hand/wrist/arm/elbow/shoulder unbearable pain from injury. Surgery helped but not w/pain. Electric bolts shooting down my arm, constant pain. On Lyrica the good part was my nerve pain was decreased drastically,  I was able to do more while on it & overall body pain almost gone completely. HOWEVER, I experienced weight gain(15 lbs in 3 mos)- but it's like my body is swelling up too, short-term memory loss, confusion/not able to focus, slightly blurred vision(like my glasses don't work for me anymore), severe depression & thoughts of giving up on everything. I am usually very positive but on this I was very sad/blue/depressed/giving up. My family begged me to come off of this medicine, they were afraid for me.  
Came off gradually w/doc's instructions. Now off completely this week, but my legs are so swollen, the weight gain is uncomfortable my body is swollen, my mind is beginning to get clearer, depression seems to be lifting, but my eyes r still blurry ... & the pain is coming back.  I am going to acupuncture and trying a more natural way now.",2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",15
55-64,Diabetic Complication causing Injury to some Body Nerves,8/1/2010,lyrica,93965,4,1,"Feeling high, disoriented and tired, slept all the time. Also, I have broken out with small sores on head, face, neck and arms. I have not seen anyone's review with this. They are small, round sores with hard edges, feels like a large pimple at first, but doesn't want to go away. ",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",7/30/2010,lyrica,93965,4,1,"My primary and specialist doctors concurred in recommending Lyrica for fibromyalgia. Unfortunately, in less than a week I experienced double vision so bad that I had to discontinue the drug immediately. Almost a month passed before I could drive again.",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
45-54,Neuropathic Pain,7/27/2010,lyrica,93965,4,3,"Gained weight(20 lbs)almost over night.
Neck swelling, blurred vision. Began having severe chest pains with symtoms of heart attack and ended up in the hospital twice. Continued having chest pains everyday until I realized this drug could be causing it. Took myself off and after one week the chest pains reduced to once every 12 to 14 days. I lost my job due to the heart problems I began experiencing. I wish I had never even heard of this damn drug.",1,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",24
45-54,Neuropathic Pain,7/25/2010,lyrica,93965,5,4,"been taking for 2 months, I feel less pain , a little spaced out but better than without medication ay 150mg two times a day",4,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",5
35-44,Neuropathic Pain,7/25/2010,lyrica,93965,1,4,Lyrica turned me into a complete zombie. I slept for 6 weeks. I got up to use the bathroom and to eat a little but I had multiple falls on this drug and broke my right foot twice whole taking it because I had no control over my coordination. I also had memory lapses that lasted longer than 24 hours. I failed my summer session at school because of it.,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",25
45-54,Neuropathic Pain,7/25/2010,lyrica,93965,2,4,causes sadness lack of concentration muscle spasms and tiredness,2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",12
55-64,Neuropathic Pain,7/24/2010,lyrica,93965,2,1,"I have started having pain in my knees & joints,having nausea, retaining alot of fluid",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",9
35-44,Additional Medication to Treat Partial Seizures,7/24/2010,lyrica,93965,4,2,"I'm not the happiest with this medication. Being on this medication plus 2 others can make you tired throughout the day,beside making me harder to remember things and having diffuculty sleeping.",2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",4
35-44,Neuropathic Pain,7/23/2010,lyrica,93965,5,3,I have been on Lyrica for 6 months now and although it has helped with the nerve pain the 40 lbs I have gained does not please me.,2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",11
55-64,Neuropathic Pain,7/23/2010,lyrica,93965,1,1,"crazy feelings anxiety, suside thoughts",1,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",13
35-44,Additional Medication to Treat Partial Seizures,7/22/2010,lyrica,93965,1,2,"Within an hour of first dose, I experienced terrifying hallucinations.  Never touched it again.",1,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
55-64,Neuropathic Pain,7/22/2010,lyrica,93965,5,2, ,2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",3
45-54,Neuropathic Pain,7/22/2010,lyrica,93965,5,5,"I have been taking Lyrica for 2 months now, to treat pain related to disc compression in the lumbar region. I experienced the high feeling reported by some for the first few days, but it tapered off considerably. However, it is not gone, and this concerns me. I feel together enough to drive and manage life, but not enough to remember details at work as well as I used to. The pain relief was striking in the first couple weeks and my back came out of spasm for the first time in a year. I can now sleep without waking up from back pain. The pain relief ranges from 80 to 100%, and a little motrin usually ensures 100% comfort. BUT, I am still concerned about the mental fogginess and don't know if it is worth it. I am also at the lowest dose, 50mg twice a day. I too have gained a few pounds, but only about 5.",3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",15
35-44,Neuropathic Pain,7/22/2010,lyrica,93965,5,5,I been taking this drug for almost a year it works great for the pain i get  from Diabeties and it also has helped me keep my Bi- polar in check. I take 2 150 in am I take 75 at noon and take 2 150 at bedtime. I did get a little weight gain  but not much because i like to excersise and i watch what i eat i have lost weight. I was on 600mgs a day of Neurontin but found this works better Thank you  for this drug,5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",9
35-44,Neuropathic Pain,7/21/2010,lyrica,93965,5,2,I am using lyrica and find it has caused dizzines and serios lethargy and difficulty concentrating. This started almost immediately after I began using this drug for nerve pain in my legs. I am ready to tell my MD I want off it. It also causes a difficult to describe toxic yucky feeling I have almost all the time. I don't like how it makes me feel but it seems to help my leg pain some.  ,2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",6
75 or over,Diabetic Complication causing Injury to some Body Nerves,7/21/2010,lyrica,93965,1,4,"I often experience jerking and shaking;  also, difficulty with speech .... stuttering somewhat.   This may or may not be a result of the med. but in the beginning, it started rather seriously when I started taking Lyrica ... had to adjust the dosage, but still have these reactions often.",4,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
35-44,Other,7/21/2010,lyrica,93965,5,5,I have been taking this med for neropathy for about 2 or 3 years now and it seems to work fine.,5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
45-54,Other,5/19/2010,lyrica,93965,3,3,"I have never used it before.I noticed that 
throat was swollen a little.But I need to more about tha side effects.",3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
25-34,Neuropathic Pain,7/19/2010,lyrica,93965,5,4,"I took Cymbalta for two and a half months. I couldn't sleep, felt depressed, and had no relief of my neuro or fibro symptoms. I have been on Lyrica75 mg 2x daily for almost two weeks now. At first, I felt wonderful. I had energy. I could focus and get tasks accomplished. My pain decreased significantly. I was so excited that this could be the drug that would help me get my life back. However, over the past few days, I have felt puffy and swollen. My appetite has really increased. I want to eat constantly and I am really craving sweets. My hands, forearms, legs, and feet are swollen. It is hard to move around and I just feel heavy. It's kind of hard to breathe. I feel so discouraged. The only meds I have left to try now are Neurontin and Savella. I can't believe that having fibro has changed my life so much. I hope others have better luck than myself.",3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",18
65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",7/17/2010,lyrica,93965,5,4,"Medication helps very much in reducing pain and stiffness of muscles and joints.  Some sleepiness occurs during the day, but medication allows me to sleep through most of the night without constant awakening from pain and spasms.",4,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
25-34,Other,7/16/2010,lyrica,93965,4,2,"I have an extreme amount of nerve damage under my skin along my whole stomach from a staph infection surgery.  At this point I feel that the pain from the nerve damage is less painful than the pain that this medication caused.  The first couple days I took it, I felt very dizzy as if I was going to faint. I felt as if I wasn't there, I felt as if I was drunk.  My heart raced and I started to feel a numbing sensation in my nose, hands, and arms.  After a couple of days of this I decided to stop taking it and already started to get their ""withdraw symptoms""  I haven't taken this medication in 2 days and I am already vomiting numerous times, increased heart rate, and migraines.  My glands also swelled up the night I started taking it and I have felt extremely sick.  I do NOT recommend this medication to anyone.",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
65-74,Neuropathic Pain,7/16/2010,lyrica,93965,1,2,Severe swelling feet and legs. Just did not help that much with the nerve pain.,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",6
35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",7/16/2010,lyrica,93965,5,2,it works some time but I feel that other pain relief works better when I am in serious pain.,3,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
45-54,Neuropathic Pain,7/15/2010,lyrica,93965,3,4,Extreme drugged feeling - may have dosed up too soon,3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",3
45-54,Neuropathic Pain,7/14/2010,lyrica,93965,4,2,"Suffer from Meralgia Paresthetica, tried Neurontin but had to discontinue due to side effects.  I have only taken 1 50mg dose of Lyrica at nighttime and I dread another dose. Afer tossing and turning for 3 hours I finally slept at 2 hour increments. I was awakened from sleep with severe swelling in my joints, especially my hands/fingers. I felt drugged the next day and wonder how I made it to work driving my car! I am disappointed in myself for feeling like this drug isn't for me. Neurontin had same side effects and was hoping Lyrica would be the answer for me. :(",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",9
45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",7/14/2010,lyrica,93965,4,4,lyrica has helped with the pain far better than opiates however it has caused weight gain and after gaining significant weight from steriods I felt I could not gain more so I stopped it but going back to the pain was worse so I have resumed lyrica and use my increased mobility to spend more time at the gym and making healthier meals. I have not had as much of a weight gain as the 1st time on the drug.,3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",3
45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",7/13/2010,lyrica,93965,5,1,I had all the side effects and none of the relief it is made to give.  Every pain I had prior to use was worse. So I would not recommend this drug.,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",3
